Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;BA;ITAMARAJU;CODEPEL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA; 05.696.709/0001-97;AVENIDA PERIMETRAL;348;;CENTRO;45836-000;DIESEL;03/07/2017;2,79;2,3871;R$ / litro;BRANCA
NE;BA;ITAMARAJU;CODEPEL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA; 05.696.709/0001-97;AVENIDA PERIMETRAL;348;;CENTRO;45836-000;DIESEL S10;03/07/2017;2,99;2,4472;R$ / litro;BRANCA
NE;BA;ITAMARAJU;BENTIVI DERIVADOS DE PETROLEO LTDA; 13.683.818/0001-06;RODOVIA BR 101;S/N;KM 808;SEDE;45830-000;GASOLINA;03/07/2017;3,73;3,23;R$ / litro;IPIRANGA
NE;BA;ITAMARAJU;BENTIVI DERIVADOS DE PETROLEO LTDA; 13.683.818/0001-06;RODOVIA BR 101;S/N;KM 808;SEDE;45830-000;ETANOL;03/07/2017;2,999;;R$ / litro;IPIRANGA
NE;BA;ITAMARAJU;BENTIVI DERIVADOS DE PETROLEO LTDA; 13.683.818/0001-06;RODOVIA BR 101;S/N;KM 808;SEDE;45830-000;DIESEL;03/07/2017;3,13;2,62;R$ / litro;IPIRANGA
NE;BA;ITAMARAJU;BENTIVI DERIVADOS DE PETROLEO LTDA; 13.683.818/0001-06;RODOVIA BR 101;S/N;KM 808;SEDE;45830-000;DIESEL S10;03/07/2017;3,23;2,7103;R$ / litro;IPIRANGA
NE;BA;ITAMARAJU;FIRMINO BOINA & CIA LTDA.; 13.683.404/0001-79;PRACA DA INDEPENDÊNCIA;234;;CENTRO;45836-000;GASOLINA;03/07/2017;3,69;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;FIRMINO BOINA & CIA LTDA.; 13.683.404/0001-79;PRACA DA INDEPENDÊNCIA;234;;CENTRO;45836-000;ETANOL;03/07/2017;2,99;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;FIRMINO BOINA & CIA LTDA.; 13.683.404/0001-79;PRACA DA INDEPENDÊNCIA;234;;CENTRO;45836-000;DIESEL;03/07/2017;2,99;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;FIRMINO BOINA & CIA LTDA.; 13.683.404/0002-50;AVENIDA ANTONIO CARLOS MAGALHÃES;138;;CENTRO;45836-000;GASOLINA;03/07/2017;3,69;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;FIRMINO BOINA & CIA LTDA.; 13.683.404/0002-50;AVENIDA ANTONIO CARLOS MAGALHÃES;138;;CENTRO;45836-000;ETANOL;03/07/2017;2,99;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;FIRMINO BOINA & CIA LTDA.; 13.683.404/0002-50;AVENIDA ANTONIO CARLOS MAGALHÃES;138;;CENTRO;45836-000;DIESEL;03/07/2017;2,99;;R$ / litro;RAIZEN
NE;BA;ITAMARAJU;FIRMINO BOINA & CIA LTDA.; 13.683.404/0002-50;AVENIDA ANTONIO CARLOS MAGALHÃES;138;;CENTRO;45836-000;DIESEL S10;03/07/2017;3,1;;R$ / litro;RAIZEN
NE;BA;JACOBINA;AUTO POSTO JACOBINA LTDA; 33.828.997/0001-21;AVENIDA ORLANDO OLIVEIRA PIRES;1430;;CENTRO;44700-000;GASOLINA;03/07/2017;3,869;2,91;R$ / litro;BRANCA
NE;BA;JACOBINA;AUTO POSTO JACOBINA LTDA; 33.828.997/0001-21;AVENIDA ORLANDO OLIVEIRA PIRES;1430;;CENTRO;44700-000;ETANOL;03/07/2017;2,995;2,32;R$ / litro;BRANCA
NE;BA;JACOBINA;AUTO POSTO JACOBINA LTDA; 33.828.997/0001-21;AVENIDA ORLANDO OLIVEIRA PIRES;1430;;CENTRO;44700-000;DIESEL S10;03/07/2017;3,195;2,42;R$ / litro;BRANCA
NE;BA;JACOBINA;CD PNEUS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 13.499.157/0003-17;RUA FERNANDO DALTRO;S/N;;LAGES DO BATATA;44700-000;GASOLINA;03/07/2017;3,5;;R$ / litro;BRANCA
NE;BA;JACOBINA;CD PNEUS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 13.499.157/0003-17;RUA FERNANDO DALTRO;S/N;;LAGES DO BATATA;44700-000;ETANOL;03/07/2017;3,05;;R$ / litro;BRANCA
NE;BA;JACOBINA;CD PNEUS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 13.499.157/0003-17;RUA FERNANDO DALTRO;S/N;;LAGES DO BATATA;44700-000;DIESEL;03/07/2017;2,88;;R$ / litro;BRANCA
NE;BA;JACOBINA;CD PNEUS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 13.499.157/0003-17;RUA FERNANDO DALTRO;S/N;;LAGES DO BATATA;44700-000;DIESEL S10;03/07/2017;3,029;;R$ / litro;BRANCA
NE;BA;JACOBINA;PARENTES REVENDA DE PRODUTOS DE PETROLEO LTDA.; 05.481.141/0001-97;AVENIDA CENTENARIO;1600;;NAZARE;44700-000;GASOLINA;03/07/2017;3,869;;R$ / litro;BRANCA
NE;BA;JACOBINA;PARENTES REVENDA DE PRODUTOS DE PETROLEO LTDA.; 05.481.141/0001-97;AVENIDA CENTENARIO;1600;;NAZARE;44700-000;ETANOL;03/07/2017;2,993;;R$ / litro;BRANCA
NE;BA;JACOBINA;PARENTES REVENDA DE PRODUTOS DE PETROLEO LTDA.; 05.481.141/0001-97;AVENIDA CENTENARIO;1600;;NAZARE;44700-000;DIESEL;03/07/2017;3,093;;R$ / litro;BRANCA
NE;BA;JACOBINA;PARENTES REVENDA DE PRODUTOS DE PETROLEO LTDA.; 05.481.141/0001-97;AVENIDA CENTENARIO;1600;;NAZARE;44700-000;DIESEL S10;03/07/2017;3,193;;R$ / litro;BRANCA
NE;BA;JACOBINA;AUTO POSTO PEDRA BRANCA LTDA; 03.667.224/0001-40;AVENIDA RAIMUNDO GORDIANO CERDAZ;2197;;SEDE;44700-000;GASOLINA;03/07/2017;3,69;2,9;R$ / litro;BRANCA
NE;BA;JACOBINA;AUTO POSTO PEDRA BRANCA LTDA; 03.667.224/0001-40;AVENIDA RAIMUNDO GORDIANO CERDAZ;2197;;SEDE;44700-000;ETANOL;03/07/2017;2,95;;R$ / litro;BRANCA
NE;BA;JACOBINA;AUTO POSTO PEDRA BRANCA LTDA; 03.667.224/0001-40;AVENIDA RAIMUNDO GORDIANO CERDAZ;2197;;SEDE;44700-000;DIESEL;03/07/2017;2,85;2,32;R$ / litro;BRANCA
NE;BA;JACOBINA;AUTO POSTO PEDRA BRANCA LTDA; 03.667.224/0001-40;AVENIDA RAIMUNDO GORDIANO CERDAZ;2197;;SEDE;44700-000;DIESEL S10;03/07/2017;2,95;2,42;R$ / litro;BRANCA
NE;BA;JAGUAQUARA;POSTO DE COMBUSTIVEIS PARANA LTDA; 08.348.967/0001-70;RODOVIA BR 116, KM 636;SN;;STELA DUBOIS;45345-000;GASOLINA;04/07/2017;3,39;3,01;R$ / litro;BRANCA
NE;BA;JAGUAQUARA;POSTO DE COMBUSTIVEIS PARANA LTDA; 08.348.967/0001-70;RODOVIA BR 116, KM 636;SN;;STELA DUBOIS;45345-000;ETANOL;04/07/2017;2,69;2,27;R$ / litro;BRANCA
NE;BA;JAGUAQUARA;POSTO DE COMBUSTIVEIS PARANA LTDA; 08.348.967/0001-70;RODOVIA BR 116, KM 636;SN;;STELA DUBOIS;45345-000;DIESEL;04/07/2017;2,79;2,49;R$ / litro;BRANCA
NE;BA;JAGUAQUARA;POSTO DE COMBUSTIVEIS PARANA LTDA; 08.348.967/0001-70;RODOVIA BR 116, KM 636;SN;;STELA DUBOIS;45345-000;DIESEL S10;04/07/2017;2,89;2,5801;R$ / litro;BRANCA
NE;BA;JEQUIE;POSTO SANTA RITA DE DERIVADOS DE PETROLEO LTDA; 34.413.971/0001-85;AVENIDA GOVERNADOR AURELIO VIANA;S/N;A;CIDADE NOVA;45200-000;GASOLINA;04/07/2017;3,599;3;R$ / litro;BRANCA
NE;BA;JEQUIE;POSTO SANTA RITA DE DERIVADOS DE PETROLEO LTDA; 34.413.971/0001-85;AVENIDA GOVERNADOR AURELIO VIANA;S/N;A;CIDADE NOVA;45200-000;ETANOL;04/07/2017;2,799;2,35;R$ / litro;BRANCA
NE;BA;JEQUIE;POSTO SANTA RITA DE DERIVADOS DE PETROLEO LTDA; 34.413.971/0001-85;AVENIDA GOVERNADOR AURELIO VIANA;S/N;A;CIDADE NOVA;45200-000;DIESEL;04/07/2017;2,999;2,47;R$ / litro;BRANCA
NE;BA;JEQUIE;POSTO SANTA RITA DE DERIVADOS DE PETROLEO LTDA; 34.413.971/0001-85;AVENIDA GOVERNADOR AURELIO VIANA;S/N;A;CIDADE NOVA;45200-000;DIESEL S10;04/07/2017;3,099;2,599;R$ / litro;BRANCA
NE;BA;JEQUIE;COMERCIO DE DERIVADOS DE PETRÓLEO BARRETO LTDA.; 34.214.809/0001-38;AVENIDA FRANZ GEDEON;250;0;CENTRO;45200-130;GASOLINA;04/07/2017;3,8;3,2708;R$ / litro;IPIRANGA
NE;BA;JEQUIE;COMERCIO DE DERIVADOS DE PETRÓLEO BARRETO LTDA.; 34.214.809/0001-38;AVENIDA FRANZ GEDEON;250;0;CENTRO;45200-130;ETANOL;04/07/2017;2,9;2,6067;R$ / litro;IPIRANGA
NE;BA;JEQUIE;COMERCIO DE DERIVADOS DE PETRÓLEO BARRETO LTDA.; 34.214.809/0001-38;AVENIDA FRANZ GEDEON;250;0;CENTRO;45200-130;DIESEL;04/07/2017;3,02;2,6606;R$ / litro;IPIRANGA
NE;BA;JEQUIE;COMERCIO DE DERIVADOS DE PETRÓLEO BARRETO LTDA.; 34.214.809/0001-38;AVENIDA FRANZ GEDEON;250;0;CENTRO;45200-130;DIESEL S10;04/07/2017;3,09;2,7455;R$ / litro;IPIRANGA
NE;BA;JEQUIE;PITU COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.891.624/0001-71;AVENIDA GOVERNADOR LOMANTO JUNIOR;220;;CENTRO;45202-130;GASOLINA;04/07/2017;3,8;2,955;R$ / litro;BRANCA
NE;BA;JEQUIE;PITU COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.891.624/0001-71;AVENIDA GOVERNADOR LOMANTO JUNIOR;220;;CENTRO;45202-130;ETANOL;04/07/2017;2,859;2,277;R$ / litro;BRANCA
NE;BA;JEQUIE;PITU COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.891.624/0001-71;AVENIDA GOVERNADOR LOMANTO JUNIOR;220;;CENTRO;45202-130;DIESEL;04/07/2017;3,079;2,5666;R$ / litro;BRANCA
NE;BA;JEQUIE;ASSEL COMERCIO E DERIVADOS DO PETRÓLEO LTDA; 07.645.394/0001-84;AVENIDA LOMANTO JUNIOR;1204;;JOAQUIM ROMÃ;45200-000;GASOLINA;04/07/2017;3,829;;R$ / litro;BRANCA
NE;BA;POCOES;POSTO NOSSA SENHORA APARECIDA EIRELI; 07.930.629/0001-80;AVENIDA VITORIA DA CONQUISTA;1580;;SAO PAULO;45260-000;GASOLINA;04/07/2017;3,639;;R$ / litro;BRANCA
NE;BA;POCOES;POSTO NOSSA SENHORA APARECIDA EIRELI; 07.930.629/0001-80;AVENIDA VITORIA DA CONQUISTA;1580;;SAO PAULO;45260-000;ETANOL;04/07/2017;3,079;;R$ / litro;BRANCA
NE;BA;POCOES;POSTO NOSSA SENHORA APARECIDA EIRELI; 07.930.629/0001-80;AVENIDA VITORIA DA CONQUISTA;1580;;SAO PAULO;45260-000;DIESEL;04/07/2017;2,899;;R$ / litro;BRANCA
NE;BA;POCOES;QUEIROZ SANTOS COMÉRCIO DE COMBUSTIVEL LTDA; 07.183.283/0001-01;RUA GERMANO BATISTA DE SOUZA;320;;PITUBA;45260-000;GASOLINA;04/07/2017;3,55;3,01;R$ / litro;BRANCA
NE;BA;POCOES;QUEIROZ SANTOS COMÉRCIO DE COMBUSTIVEL LTDA; 07.183.283/0001-01;RUA GERMANO BATISTA DE SOUZA;320;;PITUBA;45260-000;ETANOL;04/07/2017;2,85;2,4;R$ / litro;BRANCA
NE;BA;POCOES;QUEIROZ SANTOS COMÉRCIO DE COMBUSTIVEL LTDA; 07.183.283/0001-01;RUA GERMANO BATISTA DE SOUZA;320;;PITUBA;45260-000;DIESEL;04/07/2017;2,779;2,52;R$ / litro;BRANCA
NE;BA;POCOES;R. R COM. VAREJ. E TRANSP. DE DERIV. DE PETRÓLEO LTDA; 06.165.285/0001-05;RUA TIMOTEO GONÇALVES DA COSTA;79;;CENTRO;45260-000;GASOLINA;04/07/2017;3,75;;R$ / litro;IPIRANGA
NE;BA;POCOES;R. R COM. VAREJ. E TRANSP. DE DERIV. DE PETRÓLEO LTDA; 06.165.285/0001-05;RUA TIMOTEO GONÇALVES DA COSTA;79;;CENTRO;45260-000;ETANOL;04/07/2017;3,23;;R$ / litro;IPIRANGA
NE;BA;POCOES;R. R COM. VAREJ. E TRANSP. DE DERIV. DE PETRÓLEO LTDA; 06.165.285/0001-05;RUA TIMOTEO GONÇALVES DA COSTA;79;;CENTRO;45260-000;DIESEL;04/07/2017;2,85;;R$ / litro;IPIRANGA
NE;BA;POCOES;POÇOES DERIVADOS DE PETROLEO LTDA; 05.799.060/0001-30;RUA VIRGILIO DAMASIO;1;;LAGOA GRANDE;45260-000;GASOLINA;04/07/2017;3,75;;R$ / litro;IPIRANGA
NE;BA;POCOES;POÇOES DERIVADOS DE PETROLEO LTDA; 05.799.060/0001-30;RUA VIRGILIO DAMASIO;1;;LAGOA GRANDE;45260-000;ETANOL;04/07/2017;3,23;;R$ / litro;IPIRANGA
NE;BA;POCOES;POÇOES DERIVADOS DE PETROLEO LTDA; 05.799.060/0001-30;RUA VIRGILIO DAMASIO;1;;LAGOA GRANDE;45260-000;DIESEL;04/07/2017;2,96;;R$ / litro;IPIRANGA
NE;BA;POCOES;POÇOES DERIVADOS DE PETROLEO LTDA; 05.799.060/0001-30;RUA VIRGILIO DAMASIO;1;;LAGOA GRANDE;45260-000;DIESEL S10;04/07/2017;3,06;;R$ / litro;IPIRANGA
NE;BA;POCOES;EZENILDA CÉLIA NOVAIS LABANCA; 14.987.317/0001-78;PRACA CORONEL RAIMUNDO PEREIRA DE MAGALHÃES;211;;CENTRO;45260-000;GASOLINA;04/07/2017;3,67;3,2368;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;POCOES;EZENILDA CÉLIA NOVAIS LABANCA; 14.987.317/0001-78;PRACA CORONEL RAIMUNDO PEREIRA DE MAGALHÃES;211;;CENTRO;45260-000;ETANOL;04/07/2017;3;2,7152;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;POCOES;EZENILDA CÉLIA NOVAIS LABANCA; 14.987.317/0001-78;PRACA CORONEL RAIMUNDO PEREIRA DE MAGALHÃES;211;;CENTRO;45260-000;DIESEL;04/07/2017;2,85;2,6032;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;POCOES;POSTO E HOTEL PITUBA LTDA; 14.986.103/0001-87;RODOVIA BR 116;S/N;KM 766,620;SEDE;45260-000;GASOLINA;04/07/2017;3,55;3,084;R$ / litro;IPIRANGA
NE;BA;POCOES;POSTO E HOTEL PITUBA LTDA; 14.986.103/0001-87;RODOVIA BR 116;S/N;KM 766,620;SEDE;45260-000;ETANOL;04/07/2017;2,91;2,5527;R$ / litro;IPIRANGA
NE;BA;POCOES;POSTO E HOTEL PITUBA LTDA; 14.986.103/0001-87;RODOVIA BR 116;S/N;KM 766,620;SEDE;45260-000;DIESEL;04/07/2017;2,68;2,4834;R$ / litro;IPIRANGA
NE;BA;POCOES;POSTO E HOTEL PITUBA LTDA; 14.986.103/0001-87;RODOVIA BR 116;S/N;KM 766,620;SEDE;45260-000;DIESEL S10;04/07/2017;2,78;2,596;R$ / litro;IPIRANGA
NE;BA;POCOES;AUTO POSTO REFORCO LTDA; 13.315.486/0001-07;RODOVIA BR 116;S/N;KM 768;PITUBA;45260-000;GASOLINA;04/07/2017;3,82;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;POCOES;AUTO POSTO REFORCO LTDA; 13.315.486/0001-07;RODOVIA BR 116;S/N;KM 768;PITUBA;45260-000;ETANOL;04/07/2017;3,14;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;POCOES;AUTO POSTO REFORCO LTDA; 13.315.486/0001-07;RODOVIA BR 116;S/N;KM 768;PITUBA;45260-000;DIESEL;04/07/2017;2,92;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;POCOES;AUTO POSTO REFORCO LTDA; 13.315.486/0001-07;RODOVIA BR 116;S/N;KM 768;PITUBA;45260-000;DIESEL S10;04/07/2017;3,04;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;AUTO POSTO NAVEGANTES LTDA; 07.200.913/0001-09;AVENIDA AVENIDA DOS NAVEGANTES;311;;CENTRO;45810-000;GASOLINA;05/07/2017;3,999;2,97;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;AUTO POSTO NAVEGANTES LTDA; 07.200.913/0001-09;AVENIDA AVENIDA DOS NAVEGANTES;311;;CENTRO;45810-000;ETANOL;05/07/2017;3,16;2,217;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;AUTO POSTO NAVEGANTES LTDA; 07.200.913/0001-09;AVENIDA AVENIDA DOS NAVEGANTES;311;;CENTRO;45810-000;DIESEL S10;05/07/2017;3,55;2,52;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;CENTRAL BRASIL DE COMBUSTIVEIS LTDA; 04.681.172/0004-71;RUA DO DERO;43;;TRANCOSO;45810-000;GASOLINA;05/07/2017;4,24;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;CENTRAL BRASIL DE COMBUSTIVEIS LTDA; 04.681.172/0004-71;RUA DO DERO;43;;TRANCOSO;45810-000;ETANOL;05/07/2017;3,61;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;CENTRAL BRASIL DE COMBUSTIVEIS LTDA; 04.681.172/0004-71;RUA DO DERO;43;;TRANCOSO;45810-000;DIESEL;05/07/2017;3,35;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;PORTAL POSTO DE COMBUSTIVEIS LTDA; 07.064.096/0001-09;AVENIDA ADNO MUSSER;3600;TERREO;CAMBOLO;45810-000;GASOLINA;05/07/2017;3,97;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;PORTAL POSTO DE COMBUSTIVEIS LTDA; 07.064.096/0001-09;AVENIDA ADNO MUSSER;3600;TERREO;CAMBOLO;45810-000;ETANOL;05/07/2017;3,18;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;PORTAL POSTO DE COMBUSTIVEIS LTDA; 07.064.096/0001-09;AVENIDA ADNO MUSSER;3600;TERREO;CAMBOLO;45810-000;DIESEL;05/07/2017;3,299;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;PORTAL POSTO DE COMBUSTIVEIS LTDA; 07.064.096/0001-09;AVENIDA ADNO MUSSER;3600;TERREO;CAMBOLO;45810-000;DIESEL S10;05/07/2017;3,389;;R$ / litro;BRANCA
NE;BA;PORTO SEGURO;AUTO POSTO TORRES LTDA - EPP; 13.663.901/0001-05;PRACA SAO JOAO;10;;ARRAIAL N S D'AJUDA;45810-000;GASOLINA;05/07/2017;4,279;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;AUTO POSTO TORRES LTDA - EPP; 13.663.901/0001-05;PRACA SAO JOAO;10;;ARRAIAL N S D'AJUDA;45810-000;ETANOL;05/07/2017;3,579;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;AUTO POSTO TORRES LTDA - EPP; 13.663.901/0001-05;PRACA SAO JOAO;10;;ARRAIAL N S D'AJUDA;45810-000;DIESEL S10;05/07/2017;3,799;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;LESTE DERIVADOS DE PETROLEO LTDA; 01.700.901/0001-59;AVENIDA ADNO MUSSER;1960;LOT PARQUE RESIDENCIAL TABAPIRI;TABAPIRI;45810-000;GASOLINA;05/07/2017;4,27;3,4793;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;LESTE DERIVADOS DE PETROLEO LTDA; 01.700.901/0001-59;AVENIDA ADNO MUSSER;1960;LOT PARQUE RESIDENCIAL TABAPIRI;TABAPIRI;45810-000;ETANOL;05/07/2017;3,729;2,8638;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;LESTE DERIVADOS DE PETROLEO LTDA; 01.700.901/0001-59;AVENIDA ADNO MUSSER;1960;LOT PARQUE RESIDENCIAL TABAPIRI;TABAPIRI;45810-000;DIESEL;05/07/2017;3,649;2,7398;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;LESTE DERIVADOS DE PETROLEO LTDA; 01.700.901/0001-59;AVENIDA ADNO MUSSER;1960;LOT PARQUE RESIDENCIAL TABAPIRI;TABAPIRI;45810-000;DIESEL S10;05/07/2017;3,899;2,8533;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;MP COMERCIO DE COMBUSTIVEIS LTDA; 09.149.936/0001-53;RUA DJALMA DUTRA;119;;NAZARÉ;40255-000;GASOLINA;05/07/2017;3,08;2,88;R$ / litro;BRANCA
NE;BA;SALVADOR;MP COMERCIO DE COMBUSTIVEIS LTDA; 09.149.936/0001-53;RUA DJALMA DUTRA;119;;NAZARÉ;40255-000;ETANOL;05/07/2017;2,48;2,307;R$ / litro;BRANCA
NE;BA;SALVADOR;PORTAL DE ITAPUA COMERCIO E SERVICOS LTDA; 03.067.694/0002-53;LOTEAMENTO SER CLUB;S/N;QUADRA D LOTE 57;ITAPUÃ;40301-155;GASOLINA;05/07/2017;3,08;2,9375;R$ / litro;RAIZEN
NE;BA;SALVADOR;PORTAL DE ITAPUA COMERCIO E SERVICOS LTDA; 03.067.694/0002-53;LOTEAMENTO SER CLUB;S/N;QUADRA D LOTE 57;ITAPUÃ;40301-155;ETANOL;05/07/2017;2,49;2,43;R$ / litro;RAIZEN
NE;BA;SALVADOR;PORTAL DE ITAPUA COMERCIO E SERVICOS LTDA; 03.067.694/0002-53;LOTEAMENTO SER CLUB;S/N;QUADRA D LOTE 57;ITAPUÃ;40301-155;DIESEL S10;05/07/2017;3,19;2,62;R$ / litro;RAIZEN
NE;BA;ITABUNA;DERIVADOS DE PETROLEO MELHOR MONTEIRO EIRELI; 13.026.737/0001-25;AVENIDA AZIZ MARON;SN;;GOES CALMON;45605-412;GASOLINA;05/07/2017;3,55;;R$ / litro;IPIRANGA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO MELHOR MONTEIRO EIRELI; 13.026.737/0001-25;AVENIDA AZIZ MARON;SN;;GOES CALMON;45605-412;ETANOL;05/07/2017;3,15;;R$ / litro;IPIRANGA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO MELHOR MONTEIRO EIRELI; 13.026.737/0001-25;AVENIDA AZIZ MARON;SN;;GOES CALMON;45605-412;DIESEL S10;05/07/2017;3,38;;R$ / litro;IPIRANGA
NE;BA;SALVADOR;ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA; 04.420.464/0004-50;AVENIDA BARROS REIS - LADO PAR;2938;ARRAIAL DO RETIRO;ARRAIAL DO RETIRO;41204-025;GASOLINA;05/07/2017;3,329;2,9889;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA; 04.420.464/0004-50;AVENIDA BARROS REIS - LADO PAR;2938;ARRAIAL DO RETIRO;ARRAIAL DO RETIRO;41204-025;ETANOL;05/07/2017;2,74;2,4223;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA; 04.420.464/0004-50;AVENIDA BARROS REIS - LADO PAR;2938;ARRAIAL DO RETIRO;ARRAIAL DO RETIRO;41204-025;DIESEL S10;05/07/2017;2,996;2,5607;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;JSM COMBUSTÍVEIS LTDA.; 04.730.440/0002-36;AVENIDA LUIS EDUARDO MAGALHÃES;3091;;CABULA;41150-595;GASOLINA;05/07/2017;3,199;;R$ / litro;RAIZEN
NE;BA;SALVADOR;JSM COMBUSTÍVEIS LTDA.; 04.730.440/0002-36;AVENIDA LUIS EDUARDO MAGALHÃES;3091;;CABULA;41150-595;ETANOL;05/07/2017;2,682;;R$ / litro;RAIZEN
NE;BA;SALVADOR;JSM COMBUSTÍVEIS LTDA.; 04.730.440/0002-36;AVENIDA LUIS EDUARDO MAGALHÃES;3091;;CABULA;41150-595;DIESEL S10;05/07/2017;3,199;;R$ / litro;RAIZEN
NE;BA;SALVADOR;JSM COMBUSTÍVEIS LTDA.; 04.730.440/0002-36;AVENIDA LUIS EDUARDO MAGALHÃES;3091;;CABULA;41150-595;GNV;05/07/2017;2,159;;R$ / m³;RAIZEN
NE;BA;SALVADOR;DEUSNEI - COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 08.378.412/0001-71;AVENIDA DORIVAL  CAYMMI;17336;;SAO  CRISTOVAO;41635-150;GASOLINA;05/07/2017;3,069;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;DEUSNEI - COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 08.378.412/0001-71;AVENIDA DORIVAL  CAYMMI;17336;;SAO  CRISTOVAO;41635-150;ETANOL;05/07/2017;2,67;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;DEUSNEI - COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 08.378.412/0001-71;AVENIDA DORIVAL  CAYMMI;17336;;SAO  CRISTOVAO;41635-150;DIESEL S10;05/07/2017;2,99;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;ALBATROZ COMERCIO DE COMBUSTIVEIS, LUBRIFICANTES E SERVICOS DE LAVAGEM LTDA; 07.236.761/0001-96;AVENIDA AFRANIO PEIXOTO;600;;LOBATO;40470-630;GASOLINA;05/07/2017;3,11;2,948;R$ / litro;BRANCA
NE;BA;SALVADOR;ALBATROZ COMERCIO DE COMBUSTIVEIS, LUBRIFICANTES E SERVICOS DE LAVAGEM LTDA; 07.236.761/0001-96;AVENIDA AFRANIO PEIXOTO;600;;LOBATO;40470-630;ETANOL;05/07/2017;2,56;2,307;R$ / litro;BRANCA
NE;BA;SALVADOR;ALBATROZ COMERCIO DE COMBUSTIVEIS, LUBRIFICANTES E SERVICOS DE LAVAGEM LTDA; 07.236.761/0001-96;AVENIDA AFRANIO PEIXOTO;600;;LOBATO;40470-630;DIESEL S10;05/07/2017;2,87;2,448;R$ / litro;BRANCA
NE;BA;SALVADOR;GAS ON LINE - COMÉRCIO E SERVIÇOS LTDA.; 05.033.611/0002-30;AVENIDA AMARALINA;441;;AMARALINA;41900-020;GASOLINA;05/07/2017;3,199;3,034;R$ / litro;RAIZEN
